2022-10-08 20:52:17 - __main__     - Tweet 38 of 78 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:38:26 - __main__     - Tweet 17 of 87 posted: On Wednesdays, we wear black.
2022-10-13 17:38:27 - __main__     - Tweet 85 of 87 posted: It was foggy this morning, and I liked it. Now it's sunny... damn it.
2022-10-13 17:38:30 - __main__     - Tweet 38 of 87 posted: There's nothing worse than a bad internet connection, especially when I'm trying to game.
2022-10-13 17:38:31 - __main__     - Tweet 30 of 87 posted: That moment when you look at Karen Gillan and you feel the last vestiges of your heterosexuality disappearing. Yes. Mother noticed.
2022-10-13 17:38:31 - __main__     - Tweet 38 of 87 posted: There's nothing worse than a bad internet connection, especially when I'm trying to game.
2022-10-13 17:38:32 - __main__     - Tweet 64 of 87 posted: A friend of mine told me I should cosplay as Sailor Saturn. I'll give it some thought. She's my favourite sailor scout, after all.
2022-10-13 17:38:33 - __main__     - Tweet 16 of 87 posted: What's worse than Camp Chippewa? A printer, according to some man whose comment I overheard the other day.
2022-10-13 17:38:34 - __main__     - Tweet 84 of 87 posted: It's quite a pain in the ass when there's short deadline in which to do something and I have to rewrite the entirety of something in the space of a day.
2022-10-13 17:38:35 - __main__     - Tweet 21 of 87 posted: I'll stop wearing black when they make a darker color.
2022-10-13 17:38:37 - __main__     - Tweet 51 of 87 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-13 17:38:38 - __main__     - Tweet 12 of 87 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-13 17:38:39 - __main__     - Tweet 70 of 87 posted: What in the fresh fuck is this Barbie thing?
2022-10-13 17:38:40 - __main__     - Tweet 8 of 87 posted: There's nothing better than a peaceful night.
2022-10-13 17:38:41 - __main__     - Tweet 34 of 87 posted: Have you ever lied there thinking about something and the next thing you know it's the next morning? Only caffeine and the works of Poe sustain me from then on.
2022-10-13 17:38:42 - __main__     - Tweet 14 of 87 posted: I am not perky.
2022-10-13 17:38:44 - __main__     - Tweet 61 of 87 posted: I overheard someone saying that some company's headquarters was their version of hell. I can only assume they work in tech support, so it's fortunate I don't bother with printers. Sounds like more trouble than they're worth.
2022-10-13 17:38:45 - __main__     - Tweet 51 of 87 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-13 17:38:46 - __main__     - Tweet 32 of 87 posted: Who's that off-brand Uncle Fester playing at in the East?
2022-10-13 17:38:48 - __main__     - Tweet 57 of 87 posted: I sometimes wish I was in the Townsend Agency. Someone should make fanfiction of that, come to think of it. The Addams Family x 2019 Charlie's Angels would be an interesting combination
2022-10-13 17:38:49 - __main__     - Tweet 21 of 87 posted: I'll stop wearing black when they make a darker color.
2022-10-13 17:38:50 - __main__     - Tweet 45 of 87 posted: I can almost hear people watching the Addams Family films everywhere. So this is what the Droste effect is. Interesting.
2022-10-13 17:38:51 - __main__     - Tweet 53 of 87 posted: Gay and tired? That sounds like me in the evenings.
2022-10-13 17:38:52 - __main__     - Tweet 87 of 87 posted: It's colder than I expected it to be today. A reminder of the cold embrace of death.
2022-10-13 17:38:53 - __main__     - Tweet 37 of 87 posted: Sometimes I get bored enough that I see no other thing to do than to look through memes for hours on end. The creativity is... impressive.
2022-10-13 17:38:54 - __main__     - Tweet 13 of 87 posted: Remind me to ask Cousin Itt if that's a relative of his next to Han Solo.
2022-10-13 17:38:55 - __main__     - Tweet 40 of 87 posted: I wonder whose idea was it to call bras 'over the shoulder boulder holders'.
2022-10-13 17:38:56 - __main__     - Tweet 8 of 87 posted: There's nothing better than a peaceful night.
2022-10-13 17:38:57 - __main__     - Tweet 62 of 87 posted: I'm still getting over Debbie's choice to use pastels. Like, seriously?
2022-10-13 17:38:58 - __main__     - Tweet 46 of 87 posted: Man, those two at Camp Chippewa were the Gary, Indiana of people.
2022-10-13 17:39:00 - __main__     - Tweet 51 of 87 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-13 17:39:01 - __main__     - Tweet 74 of 87 posted: I like Fridays too.
2022-10-13 17:39:02 - __main__     - Tweet 51 of 87 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-13 17:39:03 - __main__     - Tweet 36 of 87 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-13 17:39:04 - __main__     - Tweet 21 of 87 posted: I'll stop wearing black when they make a darker color.
2022-10-13 17:39:05 - __main__     - Tweet 41 of 87 posted: I don't like dentists.
2022-10-13 17:39:06 - __main__     - Tweet 68 of 87 posted: Spotted a black cat out of the window. It's probably thinking about purrgatory.
2022-10-13 17:39:07 - __main__     - Tweet 27 of 87 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-13 17:39:08 - __main__     - Tweet 33 of 87 posted: That feeling you get when you take your bra off after a long day. I can agree with that.
2022-10-13 17:39:09 - __main__     - Tweet 42 of 87 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:39:10 - __main__     - Tweet 65 of 87 posted: Could you imagine if Uncle Fester went to an anime convention? They'd say One Punch Man let himself go.
2022-10-13 17:39:11 - __main__     - Tweet 63 of 87 posted: I've got the music from Sailor Moon stuck in my head. Not gonna lie, though, I like it.
2022-10-13 17:39:12 - __main__     - Tweet 69 of 87 posted: I doubt Father could handle a trip to France. I can hear "Tish, that's French!" from half an acre away.
2022-10-13 17:39:13 - __main__     - Tweet 56 of 87 posted: If cats could talk, I wonder what they'd say.
2022-10-13 17:39:14 - __main__     - Tweet 71 of 87 posted: I forget to sleep sometimes, and I always end up paying for it the next day, moreso if I rise early.
2022-10-13 17:39:15 - __main__     - Tweet 12 of 87 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-13 17:39:16 - __main__     - Tweet 8 of 87 posted: There's nothing better than a peaceful night.
2022-10-13 17:39:17 - __main__     - Tweet 81 of 87 posted: What is this 'uwu' energy people keep mentioning? I'm aware kittens possess that energy, but still...
2022-10-13 17:39:19 - __main__     - Tweet 15 of 87 posted: A spider is a girl's best friend.
2022-10-13 17:39:21 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:39:23 - __main__     - Tweet 15 of 87 posted: A spider is a girl's best friend.
2022-10-13 17:39:25 - __main__     - Tweet 24 of 87 posted: Damn, Lestrange. You could've picked a man with a nose at least.
2022-10-13 17:39:27 - __main__     - Tweet 32 of 87 posted: Who's that off-brand Uncle Fester playing at in the East?
2022-10-13 17:39:29 - __main__     - Conditional Tweet 4 of 5 posted: It's Halloween. Finally.
2022-10-13 17:39:30 - __main__     - Tweet 85 of 87 posted: It was foggy this morning, and I liked it. Now it's sunny... damn it.
2022-10-13 17:39:32 - __main__     - Tweet 38 of 87 posted: There's nothing worse than a bad internet connection, especially when I'm trying to game.
2022-10-13 17:39:33 - __main__     - Conditional Tweet 4 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:39:34 - __main__     - Tweet 23 of 87 posted: Be afraid. Be very afraid.
2022-10-13 17:39:36 - __main__     - Conditional Tweet 4 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:39:38 - __main__     - Tweet 85 of 87 posted: It was foggy this morning, and I liked it. Now it's sunny... damn it.
2022-10-13 17:39:40 - __main__     - Tweet 52 of 87 posted: Linux intrigues me for some reason, though I am not quite sure why. Could you imagine a sysadmin in the Addams Family?
2022-10-13 17:39:41 - __main__     - Tweet 42 of 87 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:39:42 - __main__     - Tweet 56 of 87 posted: If cats could talk, I wonder what they'd say.
2022-10-13 17:39:43 - __main__     - Tweet 58 of 87 posted: Tea is the only thing keeping me awake sometimes.
2022-10-13 17:39:44 - __main__     - Tweet 58 of 87 posted: Tea is the only thing keeping me awake sometimes.
2022-10-13 17:39:45 - __main__     - Tweet 12 of 87 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-13 17:39:46 - __main__     - Tweet 16 of 87 posted: What's worse than Camp Chippewa? A printer, according to some man whose comment I overheard the other day.
2022-10-13 17:39:47 - __main__     - Tweet 46 of 87 posted: Man, those two at Camp Chippewa were the Gary, Indiana of people.
2022-10-13 17:39:48 - __main__     - Tweet 17 of 87 posted: On Wednesdays, we wear black.
2022-10-13 17:39:49 - __main__     - Tweet 40 of 87 posted: I wonder whose idea was it to call bras 'over the shoulder boulder holders'.
2022-10-13 17:39:49 - __main__     - Tweet 12 of 87 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-13 17:39:50 - __main__     - Tweet 17 of 87 posted: On Wednesdays, we wear black.
2022-10-13 17:39:51 - __main__     - Tweet 48 of 87 posted: Chloë Grace Moretz voiced me well.
2022-10-13 17:39:51 - __main__     - Tweet 25 of 87 posted: Still waiting on that full moon.
2022-10-13 17:39:52 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:39:53 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:39:54 - __main__     - Tweet 27 of 87 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-13 17:39:54 - __main__     - Tweet 79 of 87 posted: A wig from a bargain store and a pinafore is not an ideal cosplay, though kudos for the effort at least.
2022-10-13 17:39:55 - __main__     - Tweet 83 of 87 posted: It's a bit cold outside.
2022-10-13 17:39:56 - __main__     - Tweet 17 of 87 posted: On Wednesdays, we wear black.
2022-10-13 17:39:57 - __main__     - Tweet 48 of 87 posted: Chloë Grace Moretz voiced me well.
2022-10-13 17:39:58 - __main__     - Tweet 8 of 87 posted: There's nothing better than a peaceful night.
2022-10-13 17:39:59 - __main__     - Tweet 20 of 87 posted: I hate everything.
2022-10-13 17:40:00 - __main__     - Tweet 79 of 87 posted: A wig from a bargain store and a pinafore is not an ideal cosplay, though kudos for the effort at least.
2022-10-13 17:40:01 - __main__     - Tweet 49 of 87 posted: I can hear that counterfeit Uncle Fester shitting bricks after what I've been hearing.
2022-10-13 17:40:02 - __main__     - Tweet 60 of 87 posted: Being normal is boring.
2022-10-13 17:40:03 - __main__     - Tweet 84 of 87 posted: It's quite a pain in the ass when there's short deadline in which to do something and I have to rewrite the entirety of something in the space of a day.
2022-10-13 17:40:04 - __main__     - Tweet 60 of 87 posted: Being normal is boring.
2022-10-13 17:40:05 - __main__     - Tweet 81 of 87 posted: What is this 'uwu' energy people keep mentioning? I'm aware kittens possess that energy, but still...
2022-10-13 17:40:08 - __main__     - Tweet 11 of 87 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-13 17:40:09 - __main__     - Tweet 24 of 87 posted: Damn, Lestrange. You could've picked a man with a nose at least.
2022-10-13 17:40:13 - __main__     - Tweet 47 of 87 posted: It's frustrating when you're in a hurry and things don't go to plan.
2022-10-13 17:40:14 - __main__     - Tweet 33 of 87 posted: That feeling you get when you take your bra off after a long day. I can agree with that.
2022-10-13 17:40:15 - __main__     - Tweet 27 of 87 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-13 17:40:16 - __main__     - Tweet 64 of 87 posted: A friend of mine told me I should cosplay as Sailor Saturn. I'll give it some thought. She's my favourite sailor scout, after all.
2022-10-13 17:40:17 - __main__     - Tweet 27 of 87 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-13 17:40:18 - __main__     - Tweet 39 of 87 posted: I sometimes find myself drinkng tea as much as Captain Janeway drinks coffee.
2022-10-13 17:40:19 - __main__     - Tweet 58 of 87 posted: Tea is the only thing keeping me awake sometimes.
2022-10-13 17:40:19 - __main__     - Tweet 26 of 87 posted: I heard someone saying that Thing used to be Luke Skywalker's hand. I'm not so sure about that yet.
2022-10-13 17:40:21 - __main__     - Conditional Tweet 4 of 5 posted: I'm quite enjoying Wednesday.
2022-10-13 17:40:22 - __main__     - Tweet 38 of 87 posted: There's nothing worse than a bad internet connection, especially when I'm trying to game.
2022-10-13 17:40:23 - __main__     - Tweet 17 of 87 posted: On Wednesdays, we wear black.
2022-10-13 17:40:24 - __main__     - Tweet 72 of 87 posted: When the weather app says it's going to rain and then it doesn't. Ugh...
2022-10-13 17:40:25 - __main__     - Tweet 31 of 87 posted: Okay, I admit it, I am officially gay for Ella Balinska. I liked that one part of the quarry scene and I didn't blame Sabina for covering her eyes. None of them seem the macabre type.
2022-10-13 17:40:26 - __main__     - Tweet 9 of 87 posted: Woe to the Republic.
2022-10-13 17:40:27 - __main__     - Tweet 85 of 87 posted: It was foggy this morning, and I liked it. Now it's sunny... damn it.
2022-10-13 17:40:29 - __main__     - Tweet 28 of 87 posted: I heard that someone described Camp Chippewa as the Windows Vista of camps. I tried that once when learning how to use a computer. They're not wrong.
